descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
JOãO PESSOA - Padrão - Jardim Oceania;-;['97'];[3];[4];[2];704000;480;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-97m2-venda-RS704000-id-2545828397/
Loft com 1 dormitório à venda, 31 m² por R$ 389.600,00 - Cabo Branco - João Pessoa/PB;-;['31'];[1];[1];[1];389600;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-31m2-venda-RS389600-id-2567789708/
Apartamento com 2 dormitórios à venda, 59 m² por R$ 580.000,00 - Cabo Branco - João Pessoa/PB;Avenida Índio Arabutan;['60'];[2];[2];[1];580000;550;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-60m2-venda-RS580000-id-2580046493/
ESTADOS I SUL 122m 20° ANDAR 3 SUÍTES WC SOCIAL 2 VAGAS LAZER COMPLETO;Avenida Espírito Santo, 940;['122'];[3];[4];[2];980000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-estados-bairros-joao-pessoa-com-garagem-122m2-venda-RS980000-id-2580546797/
APARTAMENTO 3 QUARTOS SENDO 2 SUITES, ÓTIMA LOCALIDADE Á VENDA POR 255.000 MIL REAIS;-;['85'];[3];[3];[1];255000;120;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bancarios-bairros-joao-pessoa-com-garagem-85m2-venda-RS255000-id-2567791403/
Apartamento Amplo no Jardim Oceania, 3 quartos sendo 1 suíte + Dependência Completa, 85 m²;Rua Huerta Ferreira de Melo;['85'];[3];[3];[2];370000;740;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-85m2-venda-RS370000-id-2580546409/
Apartamento no Brisamar;-;['110'];[3];[3];[2];760000;620;https://www.vivareal.com.br/imovel/apartamento-3-quartos-brisamar-bairros-joao-pessoa-com-garagem-110m2-venda-RS760000-id-2571907098/
Apto 4 quartos 138 m² Jardim Oceania;Rua Josemar Rodrigues de Carvalho, ;['138'];[4];[3];[2];1020000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-138m2-venda-RS1020000-id-2558551587/
Apartamento com 2 quartos à venda, 56 m² por R$ 270.000 - Altiplano Cabo Branco - João Pessoa/PB;Rua Henrique Sales Monteiro;['57'];[2];[2];[1];275000;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-57m2-venda-RS275000-id-2556591971/
Apartamento à venda, 56 m² por R$ 360.000,00 - Jardim Oceania - João Pessoa/PB;Rua Poeta Luiz Raimundo Batista de Carvalho, 725;['57'];[2];[2];[0];360000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-57m2-venda-RS360000-id-2555929469/
Mardisa Design - Cabo Branco - 64 m² - 02 Qts s/ 01 st - 01 vg - Nascente Sul;Avenida Índio Arabutan, 420;['64'];[2];[2];[1];620000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-64m2-venda-RS620000-id-2558737554/
Apartamento NOVO! Andar alto!;Rua Carlos Barros;[];[3];[2];[2];448000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-72m2-venda-RS448000-id-2455945574/
Apartamento para Venda em João Pessoa, manaira, 1 dormitório, 1 banheiro, 1 vaga;Avenida Umbuzeiro, 358;['32'];[1];[1];[1];250000;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-manaira-bairros-joao-pessoa-com-garagem-32m2-venda-RS250000-id-2572905725/
Apartamento para venda possui 97 metros quadrados com 3 quartos em Estados - João Pessoa - Paraíba;-;[];[3];[2];[2];530000;630;https://www.vivareal.com.br/imovel/apartamento-3-quartos-estados-bairros-joao-pessoa-com-garagem-97m2-venda-RS530000-id-2579851347/
Apartamento com 3 dormitórios à venda, 149 m² por R$ 730.000,00 - Cabo Branco - João Pessoa/PB;Rua Maria Loureiro Franca;['149'];[3];[1];[2];730000;1000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-149m2-venda-RS730000-id-2579231098/
Edifício Itatuba;Rua Maria Loureiro Franca, sn;['77'];[3];[1];[1];560000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-77m2-venda-RS560000-id-2484499277/
Apartamento com 3 dormitórios à venda, 105 m² por R$ 585.000 - Manaíra - João Pessoa/PB;-;['203'];[3];[2];[2];585000;795;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-105m2-venda-RS585000-id-2567822140/
Cobertura duplex 3 quartos Com Piscina À 300mts da Praia no Bessa - João Pessoa - PB;Rua Renato de Souza Maciel;['110'];[3];[1];[1];410000;0;https://www.vivareal.com.br/imovel/cobertura-3-quartos-bessa-bairros-joao-pessoa-com-garagem-70m2-venda-RS410000-id-2584289658/
Apartamento no Altiplano Cabo Branco Nobre com 92 metros quadrados com 3 quartos, sendo 1 suíte;Rua Plácido de Azevedo Ribeiro;[];[3];[3];[2];726900;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-92m2-venda-RS726900-id-2499127989/
Gilberto Freyre - Jardim Luna - 165 m² - 04 Qts s/ 03 Sts + DCE - 03 vg - Andar alto!;Rua Maria Facunda de Oliveira Dias, ;['165'];[4];[4];[3];930000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-brisamar-bairros-joao-pessoa-com-garagem-165m2-venda-RS930000-id-2558737605/
Apartamento com 3 dormitórios, pe na areia, à venda, 116 m² por R$ 590.000 - Bessa - João Pessoa/PB;-;['116'];[3];[2];[2];580000;1100;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-116m2-venda-RS580000-id-2576904349/
Apartamento com 4 suítes, 213m² no Bairro do Cabo Branco;Avenida Cabo Branco, 21;['213'];[4];[5];[3];1399000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-213m2-venda-RS1399000-id-2550945403/
Apartamento Duplex com 2 dormitórios à venda, 114 m² por R$ 697.609 - Bessa - João Pessoa/PB;-;['114'];[2];[3];[2];697609;400;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-114m2-venda-RS697609-id-2581148760/
Apartamento para venda tem 52 metros quadrados com 2 quartos;-;[];[2];[1];[1];209000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portal-do-sol-bairros-joao-pessoa-com-garagem-52m2-venda-RS209000-id-2543965419/
Apartamentos Tipo 2 Quartos (52,36m²/56,03m²/56,44m² / 63,53m²) no Cristo,;-;['52'];[2];[2];[1];189990;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-redentor-bairros-joao-pessoa-com-garagem-52m2-venda-RS189990-id-2581678300/
Apartamento com 2 dormitórios à venda, 62 m² por R$ 385.000,00 - Jardim Oceania - João Pessoa/PB;-;['75'];[2];[2];[1];385000;380;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-62m2-venda-RS385000-id-2567055060/
Apartamento para venda tem 79 metros quadrados com 3 quartos em Jardim São Paulo - João Pessoa - PB;Rua Administrador Idevaldo Veras Barreto, 1;['79'];[3];[1];[1];200000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-paulo-bairros-joao-pessoa-com-garagem-79m2-venda-RS200000-id-2582135609/
Edifício Residencial Santorini;Rua Antônio Correia de Matos, 156;['75'];[3];[1];[1];180000;50;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-redentor-bairros-joao-pessoa-com-garagem-75m2-venda-RS180000-id-2511819665/
Apartamento nos Bancários📍 52m²;Rua Alcebíades da Cunha, 541;[];[2];[1];[1];199000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bancarios-bairros-joao-pessoa-com-garagem-52m2-venda-RS199000-id-2564466627/
Apartamento com 2 dormitórios à venda, 53 m² por R$ 266.000,00 - Miramar - João Pessoa/PB;Rua Capitão Antônio Mendes de Souza Neto;['53'];[2];[2];[1];266000;341;https://www.vivareal.com.br/imovel/apartamento-2-quartos-miramar-bairros-joao-pessoa-com-garagem-53m2-venda-RS266000-id-2559829642/
Apartamento com 2 dormitórios à venda, 66 m² por R$ 364.500,00 - Miramar - João Pessoa/PB;Rua Capitão Antônio Mendes de Souza Neto;['66'];[2];[2];[1];364500;341;https://www.vivareal.com.br/imovel/apartamento-2-quartos-miramar-bairros-joao-pessoa-com-garagem-66m2-venda-RS364500-id-2559828818/
Apartamento com 3 dormitórios à venda, 82 m² por R$ 469.000,00 - Manaíra - João Pessoa/PB;Avenida Sapé;['82'];[3];[2];[1];469000;625;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-82m2-venda-RS469000-id-2581617849/
Apartamento para venda possui 52 metros quadrados com 2 quartos em Bessa - João Pessoa - PB;Rua Presidente Nilo Peçanha, 900;[];[2];[2];[1];225000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-52m2-venda-RS225000-id-2556787231/
Apartamento no Jardim Oceania com 3 Quartos Sendo 1 Suíte, A Partir de R$ 555.228,00 - R-2-121.150;-;['84'];[3];[2];[2];555228;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-84m2-venda-RS555228-id-2584702744/
Breeze - Jardim Oceania - 17 a 50 m² - 01;Avenida Governador Argemiro de Figueiredo, ;['17'];[1];[1];[1];216000;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-17m2-venda-RS216000-id-2558737531/
Apartamento com 3 Quartos Sendo 1 Suíte e Com Varanda, nos Bancários, por R$330.000,00 - Ri 13759;-;['72'];[3];[2];[1];300000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bancarios-bairros-joao-pessoa-com-garagem-72m2-venda-RS300000-id-2584285540/
Apartamento Padrão;-;['59'];[2];[2];[1];468301;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-miramar-bairros-joao-pessoa-com-garagem-59m2-venda-RS468301-id-2552623168/
Vende-se excelente apartamento medindo 76m2 com 3 quartos bairro de Tambauzinho - João Pessoa - PB;-;['76'];[3];[2];[2];430000;570;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambauzinho-bairros-joao-pessoa-com-garagem-76m2-venda-RS430000-id-2565018603/
Apartamento em Mangabeira, 2 quartos;-;[];[2];[2];[];159990;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-mangabeira-bairros-joao-pessoa-52m2-venda-RS159990-id-2569246845/
JOãO PESSOA - Apartamento Padrão - Tambaú;-;['67'];[2];[2];[1];521259;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambau-bairros-joao-pessoa-com-garagem-67m2-venda-RS521259-id-2555597115/
Apartamento à venda, 65 m² por R$ 350.000,00 - Bessa - João Pessoa/PB;Rua Josué Guedes Pereira, 349;['65'];[2];[1];[0];350000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-65m2-venda-RS350000-id-2555929860/
(OPORTUNIDADE) Vista Mar Definitiva - 4 Quartos sendo 3 Suítes, Lavabo, Dependência Completa, 2 vaga;Avenida Manoel Morais;['145'];[4];[5];[2];750000;700;https://www.vivareal.com.br/imovel/apartamento-4-quartos-manaira-bairros-joao-pessoa-com-garagem-145m2-venda-RS750000-id-2583575864/
Apartamento com 2quartos+dependencia- próximo ao Parque paraíba;-;['83'];[2];[3];[1];360000;630;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-83m2-venda-RS360000-id-2581394765/
Apartamento com 2 dormitórios à venda, 49 m² por R$ 325.900,00 - Bessa - João Pessoa/PB;-;['50'];[2];[2];[1];325900;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-49m2-venda-RS325900-id-2567822858/
Edifício Residencial Leão de Judá;Rua Gumercindo Leite Sobrinho, ;['47'];[2];[1];[1];136400;178;https://www.vivareal.com.br/imovel/apartamento-2-quartos-planalto-boa-esperanca-bairros-joao-pessoa-com-garagem-47m2-venda-RS136400-id-2505456889/
Apartamento à venda, 38 m² por R$ 356.769,77 - Jardim Oceania - João Pessoa/PB;-;['39'];[1];[1];[1];356770;300;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-39m2-venda-RS356770-id-2581946570/
Apartamento à venda, 59 m² por R$ 422.900,00 - Bessa - João Pessoa/PB;Rua Doutor Damasquins Ramos Maciel, 243;['59'];[2];[2];[0];422900;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-59m2-venda-RS422900-id-2577826456/
Apartamento Manaira;-;['115'];[3];[3];[2];360000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-115m2-venda-RS360000-id-2580432917/
Apartamento com 3 dormitórios à venda, 111 m² por R$ 800.000,00 - Manaíra - João Pessoa/PB;Avenida Sapé;['111'];[3];[4];[2];800000;660;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-111m2-venda-RS800000-id-2584383700/
Apartamento em Manaíra com 2 Quartos Sendo 1 Suíte - R.I- 3-1294-16;-;['63'];[2];[2];[1];399990;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-63m2-venda-RS399990-id-2582471411/
Apartamento de 110m² com 4 quartos a venda no Miramar - João Pessoa.;-;[];[4];[4];[2];370000;630;https://www.vivareal.com.br/imovel/apartamento-4-quartos-miramar-bairros-joao-pessoa-com-garagem-110m2-venda-RS370000-id-2577509155/
MAISON DU PARC ! LANÇAMENTO MAIS QUE ESPERADO, APARTAMENTOS C/ 78M² À 138M;-;['96'];[3];[1];[1];643750;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-84m2-venda-RS643750-id-2552186556/
Apartamento para Venda, Bancários, 2 dormitórios, 1 suíte, 1 banheiro, 1 vaga;Rua Cecília Rodrigues Siqueira, ;['56'];[2];[1];[1];265000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bancarios-bairros-joao-pessoa-com-garagem-56m2-venda-RS265000-id-2571841427/
Apartamento VISTA MAR em Tambaú;-;['165'];[4];[4];[2];870000;1712;https://www.vivareal.com.br/imovel/apartamento-4-quartos-tambau-bairros-joao-pessoa-com-garagem-165m2-venda-RS870000-id-2574690696/
Duplex para venda com 58 metros quadrados com 2 quartos em Bessa - João Pessoa - PB;Rua Vicente Ielpo;[];[2];[2];[2];765000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-58m2-venda-RS765000-id-2559938462/
Apartamento PORTEIRA FECHADA com 3 dormitórios à venda, 120 m² por R$ 460.000 - Manaíra - João Pesso;Avenida Esperança;['120'];[3];[4];[2];460000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-120m2-venda-RS460000-id-2576873808/
Apartamento com 3 dormitórios à venda, 120 m² por R$ 450.000 - Cabo Branco - João Pessoa/PB;Rua Edvaldo Bezerra Cavalcanti Pinho;['120'];[3];[3];[1];450000;565;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-120m2-venda-RS450000-id-2583257611/
Venda flat e apto em Tambaú - João Pessoa/Pb;Avenida Infante Dom Henrique;[];[1];[1];[0];351480;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-tambau-bairros-joao-pessoa-36m2-venda-RS351480-id-2551981900/
Apartamento à venda, 235 m² por R$ 950.000,00 - Jardim Oceania - João Pessoa/PB;Rua Bacharel José de Oliveira Curchatuz, 527;['235'];[4];[6];[0];950000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-oceania-bairros-joao-pessoa-235m2-venda-RS950000-id-2566064181/
Apartamento à venda, 22 m² por R$ 180.830,00 - Aeroclube - João Pessoa/PB;Rua Coronel Otton Nunes da Silva, 286;['23'];[1];[1];[0];180830;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-aeroclube-bairros-joao-pessoa-23m2-venda-RS180830-id-2565917241/
Apartamento 3 quartos sendo 3 suites;-;['90'];[3];[3];[2];810000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-90m2-venda-RS810000-id-2564135786/
Apartamento para venda com 64 metros com 2 quartos em Cabo Branco - João Pessoa - Paraíba;-;['64'];[2];[1];[1];570000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-64m2-venda-RS570000-id-2525350387/
Apartamento Brisamar;-;['100'];[3];[3];[2];500000;590;https://www.vivareal.com.br/imovel/apartamento-3-quartos-brisamar-bairros-joao-pessoa-com-garagem-100m2-venda-RS500000-id-2564635955/
Edifício Tarsila do Amaral;Rua Custódio Domingos dos Santos, 315;['163'];[3];[3];[];1150000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-brisamar-bairros-joao-pessoa-163m2-venda-RS1150000-id-2535034813/
Apartamento à venda, 84 m² por R$ 810.000,00 - Cabo Branco - João Pessoa/PB;Avenida Índio Arabutan, 117;['85'];[3];[2];[0];810000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabo-branco-bairros-joao-pessoa-85m2-venda-RS810000-id-2555929945/
Apartamento em Manaíra com 1 Quarto Sendo 1 Suíte, com Varanda - R.I - R-6-138.049;-;['34'];[1];[2];[1];297365;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-manaira-bairros-joao-pessoa-com-garagem-34m2-venda-RS297365-id-2582471313/
Apartamento com 2 dormitórios à venda - Aeroclube - João Pessoa/PB Todo Projetado;-;['60'];[2];[2];[1];266000;320;https://www.vivareal.com.br/imovel/apartamento-2-quartos-aeroclube-bairros-joao-pessoa-com-garagem-56m2-venda-RS266000-id-2567822135/
Apartamento para Venda em João Pessoa, Cidade dos Colibris, 3 dormitórios, 1 suíte, 1 banheiro, 1 va;Rua Ciro Troccoli, 1665;['72'];[3];[1];[1];210916;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-dos-colibris-bairros-joao-pessoa-com-garagem-72m2-venda-RS210916-id-2580048230/
Apartamento com 3 suítes em Miramar;Rua das Acácias;['154'];[3];[4];[3];1180000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-154m2-venda-RS1180000-id-2538561543/
Apartamento para venda tem 51 metros quadrados com 2 quartos em Estados - João Pessoa - PB;Avenida Espírito Santo, 490;[];[2];[2];[1];241900;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-estados-bairros-joao-pessoa-com-garagem-51m2-venda-RS241900-id-2557040812/
JD OCEANIA COM 200M;Rua Bacharel José de Oliveira Curchatuz, 10;['200'];[4];[4];[2];790000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-aeroclube-bairros-joao-pessoa-com-garagem-200m2-venda-RS790000-id-2562045708/
JOãO PESSOA - Apartamento Padrão - Altiplano;-;['510'];[4];[6];[6];4500000;2000;https://www.vivareal.com.br/imovel/apartamento-4-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-510m2-venda-RS4500000-id-2555595668/
Apartamento com varanda/sacada e área de lazer na cobertura em Tambauzinho -AP1203.;-;['79'];[3];[1];[1];260000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambauzinho-bairros-joao-pessoa-com-garagem-79m2-venda-RS260000-id-2578875974/
Apartamento com 2 dormitórios à venda, 51 m² por R$ 421.155,00 - Tambaú - João Pessoa/PB;-;['51'];[2];[2];[1];421155;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambau-bairros-joao-pessoa-com-garagem-51m2-venda-RS421155-id-2567791499/
Apartamento para Venda, Bancários, 2 dormitórios, 1 suíte, 1 banheiro;Rua Itamar Cavalcante de Albuquerque, ;['51'];[2];[1];[0];255000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bancarios-bairros-joao-pessoa-51m2-venda-RS255000-id-2571324786/
Flat Pé na Areia do Bessa, Lançamento Exclusivo;Avenida Governador Argemiro de Figueiredo, 4200;[];[1];[1];[0];268000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-20m2-venda-RS268000-id-2554237444/
Apartamentos com 3 quartos, e área de lazer no bairro do Valentina, 153.999;Rua Flodoaldo Peixoto Filho, 00;[];[3];[1];[1];153999;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-valentina-de-figueiredo-bairros-joao-pessoa-com-garagem-59m2-venda-RS153999-id-2562528460/
Apartamento com 3 dormitórios à venda, 131 m² por R$ 950.000 a beira mar do Cabo Branco;Avenida Cabo Branco;['131'];[3];[3];[1];950000;1140;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-131m2-venda-RS950000-id-2571756174/
Apartamento à venda, 24 m² por R$ 244.500,00 - Jardim Oceania - João Pessoa/PB;Avenida Governador Argemiro de Figueiredo, 2901;['25'];[1];[1];[0];244500;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-25m2-venda-RS244500-id-2566064178/
Apartamento mobiliado à venda com 4 suítes, 158m2 no Altiplano Nobre - João Pessoa/PB;Rua Abelardo da Silva Guimarães Barreto;['158'];[4];[5];[3];1200000;1000;https://www.vivareal.com.br/imovel/apartamento-4-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-158m2-venda-RS1200000-id-2582359158/
Apartamento beira mar do Cabo Branco - Pronto para morar;-;['40'];[1];[1];[];628314;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cabo-branco-bairros-joao-pessoa-40m2-venda-RS628314-id-2581237754/
Tour Mont Blanc - Altiplano - 335m² - 04 Sts + DCE - 05 vg - Andar alto - Alto Luxo;Rua Bancário Elias Feliciano Madruga, ;['335'];[4];[5];[5];2950000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-335m2-venda-RS2950000-id-2558737435/
Apartamento à venda, 4 quartos, 4 suítes, 3 vagas, Bessa - João Pessoa/PB;Rua Bacharel José de Oliveira Curchatuz;['235'];[4];[4];[3];980000;1300;https://www.vivareal.com.br/imovel/apartamento-4-quartos-bessa-bairros-joao-pessoa-com-garagem-235m2-venda-RS980000-id-2558714289/
Apartamento 2 quartos no Bessa;Avenida Governador Argemiro de Figueiredo, ;['68'];[2];[2];[1];476000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-68m2-venda-RS476000-id-2558551558/
Apartamento com 2 quartos à venda, 63 m² por R$ 366.408 - Manaíra - João Pessoa/PB;Rua Santos Coelho Neto;['63'];[2];[2];[1];366409;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-63m2-venda-RS366409-id-2554417721/
Apartamento para venda tem 57 metros quadrados com 2 quartos em Bessa - João Pessoa - PB;Avenida Campos Sales, 1431;['63'];[2];[2];[1];165000;205;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-57m2-venda-RS165000-id-2544294092/
Apartamento para venda com 19 metros no cabo branco;Rua Desportista José Eduardo de Holanda, 725;[];[1];[1];[1];229000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-30m2-venda-RS229000-id-2511755851/
Apartamento projetado, com varanda/sacada a poucos metros da praia em Manaíra - AP1171;-;['73'];[2];[2];[1];569000;375;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-73m2-venda-RS569000-id-2577655052/
Vert House - Bessa - 28 a 78 m² - 01, 02 e 03 Qts -;Rua Huerta Ferreira de Melo, 189;['28'];[1];[1];[1];251000;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-28m2-venda-RS251000-id-2558737518/
Apartamento com 3 dormitórios à venda, 85 m² por R$ 670.000,00 - Miramar - João Pessoa/PB;-;['85'];[3];[2];[2];670000;541;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-85m2-venda-RS670000-id-2570374623/
Aptos nos Bancários, 2 quartos pronto para morar, 53m²;Rua Bancária Neuza Meira, 261;['53'];[2];[2];[1];182900;200;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bancarios-bairros-joao-pessoa-com-garagem-53m2-venda-RS182900-id-2571817478/
Apartamento com varanda/sacada com vista para o mar e área de lazer no Miramar -AP1204.;-;['110'];[4];[1];[2];390000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-miramar-bairros-joao-pessoa-com-garagem-110m2-venda-RS390000-id-2578879296/
Apartamento para venda possui 64 metros quadrados com 3 quartos no Cristo João pessoa;Rua Arnaldo Costa, 00;[];[3];[1];[1];200000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-redentor-bairros-joao-pessoa-com-garagem-64m2-venda-RS200000-id-2576220637/
Apartamento à venda, 80 m² por R$ 390.000,00 - Manaíra - João Pessoa/PB;-;['80'];[3];[2];[2];390000;600;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-80m2-venda-RS390000-id-2576453563/
OPORTUNIDADE!!! Vendo apartamento no Bessa com 2 quartos sendo 1 suíte;Rua Philadelpho Pinto de Carvalho, 1431;['57'];[2];[2];[1];170000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-57m2-venda-RS170000-id-2558737131/
APTO 111m², 3 quartos suite dependência completa, perto do mar do Bessa;-;['111'];[3];[3];[0];550000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-111m2-venda-RS550000-id-2583414292/
apartamento;Rua Cassimiro de Abreu, ;['85'];[3];[1];[];160000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-brisamar-bairros-joao-pessoa-85m2-venda-RS160000-id-2584268505/
Oportunidade! apto 2 quartos/ 1 suite com lazer completo!;Rua Estudante Thiago Ozanan Alcântara Benício, 151;[];[2];[1];[1];218000;380;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-fria-bairros-joao-pessoa-com-garagem-58m2-venda-RS218000-id-2580623710/
Apartamento com 3 quartos sendo 3 suites;-;['92'];[3];[4];[2];670000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-92m2-venda-RS670000-id-2555946944/
Apartamento à venda no bairro Bessa - João Pessoa/PB;-;['57'];[2];[1];[2];169000;170000;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-57m2-venda-RS169000-id-2570437777/
